Date,Close
25/06/2014,566.34
24/06/2014,582.36
23/06/2014,593.98
22/06/2014,602.27
21/06/2014,594.99
20/06/2014,594.15
19/06/2014,598.07
18/06/2014,607.96
17/06/2014,610.86
16/06/2014,592.19
15/06/2014,592.94
14/06/2014,577.36
13/06/2014,600.16
12/06/2014,586.95
11/06/2014,633.02
10/06/2014,653.15
09/06/2014,649.16
08/06/2014,656.14
07/06/2014,654.97
06/06/2014,653.7
05/06/2014,659.26
04/06/2014,641.61
03/06/2014,667.61
02/06/2014,660.62
01/06/2014,630.23
31/05/2014,623.68
30/05/2014,615.33
29/05/2014,568.18
28/05/2014,577.06
27/05/2014,571.24
26/05/2014,583.42
25/05/2014,571.59
24/05/2014,525.14
23/05/2014,520.22
22/05/2014,524.58
21/05/2014,491.77
20/05/2014,485.72
19/05/2014,446.18
18/05/2014,446.26
17/05/2014,448.9
16/05/2014,448.06
15/05/2014,447.25
14/05/2014,443.97
13/05/2014,440.67
12/05/2014,441.46
11/05/2014,438.89
10/05/2014,454.43
09/05/2014,449.46
08/05/2014,440.17
07/05/2014,438.82
06/05/2014,428.96
05/05/2014,433.48
04/05/2014,436.4
03/05/2014,437.76
02/05/2014,449.38
01/05/2014,457.76
30/04/2014,447.64
29/04/2014,447.21
28/04/2014,440.29
27/04/2014,436.39
26/04/2014,458.6
25/04/2014,461.45
24/04/2014,500.46
23/04/2014,491.3
22/04/2014,487.92
21/04/2014,495.77
20/04/2014,498.17
19/04/2014,501.56
18/04/2014,479.64
17/04/2014,495.96
16/04/2014,527.39
15/04/2014,515.59
14/04/2014,458.79
13/04/2014,414.06
12/04/2014,421.12
11/04/2014,420.95
10/04/2014,365.18
09/04/2014,442.73
08/04/2014,453.09
07/04/2014,449.42
06/04/2014,460.5
05/04/2014,461.91
04/04/2014,447.53
03/04/2014,444.72
02/04/2014,437.14
01/04/2014,478.38
31/03/2014,457
30/03/2014,460.27
29/03/2014,491.17
28/03/2014,495.67
27/03/2014,471.24
26/03/2014,580.83
25/03/2014,583.92
24/03/2014,583.41
23/03/2014,561.27
22/03/2014,565.04
21/03/2014,571.49
20/03/2014,588.77
19/03/2014,609.89
18/03/2014,614.83
17/03/2014,622.37
16/03/2014,631.11
15/03/2014,636.12
14/03/2014,628.8
13/03/2014,638.14
12/03/2014,632.1
11/03/2014,634.11
10/03/2014,627.79
09/03/2014,636.96
08/03/2014,617.45
07/03/2014,629.15
06/03/2014,663.86
05/03/2014,665.51
04/03/2014,666.78
03/03/2014,667.76
02/03/2014,559.79
01/03/2014,565.61
28/02/2014,549.26
27/02/2014,578.77
26/02/2014,582.69
25/02/2014,538.71
24/02/2014,546.32
23/02/2014,605.82
22/02/2014,605.42
21/02/2014,574.16
20/02/2014,556.14
19/02/2014,623.03
18/02/2014,626.6
17/02/2014,626.27
16/02/2014,616.63
15/02/2014,650.92
14/02/2014,661.99
13/02/2014,605.24
12/02/2014,651.72
11/02/2014,672.17
10/02/2014,681.03
09/02/2014,682.9
08/02/2014,673.92
07/02/2014,712.4
06/02/2014,781.55
05/02/2014,811.91
04/02/2014,827.96
03/02/2014,823.83
02/02/2014,825.37
01/02/2014,832.58
31/01/2014,829.92
30/01/2014,819.03
29/01/2014,826
28/01/2014,812.51
27/01/2014,771.39
26/01/2014,885.28
25/01/2014,853.61
24/01/2014,797.07
23/01/2014,822.04
22/01/2014,845.59
21/01/2014,863.91
20/01/2014,870.2
19/01/2014,870.96
18/01/2014,840
17/01/2014,814.64
16/01/2014,835.63
15/01/2014,860.9
14/01/2014,833.27
13/01/2014,841.2
12/01/2014,863.22
11/01/2014,913.95
10/01/2014,868.48
09/01/2014,846.86
08/01/2014,842.72
07/01/2014,802
06/01/2014,953.29
05/01/2014,933.53
04/01/2014,859.51
03/01/2014,818.72
02/01/2014,802.39
01/01/2014,771.4
31/12/2013,754.01
30/12/2013,756.13
29/12/2013,745.05
28/12/2013,727.83
27/12/2013,735.07
26/12/2013,761.98
25/12/2013,682.21
24/12/2013,665.58
23/12/2013,673.41
22/12/2013,617.18
21/12/2013,605.66
20/12/2013,625.32
19/12/2013,691.96
18/12/2013,522.7
17/12/2013,682.12
16/12/2013,705.97
15/12/2013,876.12
14/12/2013,872.6
13/12/2013,892.58
12/12/2013,873.26
11/12/2013,878.48
10/12/2013,988.51
09/12/2013,893.19
08/12/2013,795.87
07/12/2013,698.23
06/12/2013,829.45
05/12/2013,1045.11
04/12/2013,1151.17
03/12/2013,1078.28
02/12/2013,1043.33
01/12/2013,955.85
30/11/2013,1129.43
29/11/2013,1131.97
28/11/2013,1031.95
27/11/2013,1001.96
26/11/2013,928.1
25/11/2013,799.11
24/11/2013,774.25
23/11/2013,797.82
22/11/2013,771.44
21/11/2013,722.43
20/11/2013,590.83
19/11/2013,584.61
18/11/2013,703.56
17/11/2013,492.11
16/11/2013,440.22
15/11/2013,417.95
14/11/2013,420.2
13/11/2013,407.37
12/11/2013,360.33
11/11/2013,342.44
10/11/2013,326.62
09/11/2013,339.11
08/11/2013,338.11
07/11/2013,296.41
06/11/2013,262.5
05/11/2013,245.24
04/11/2013,229.1
03/11/2013,215.05
02/11/2013,206.22
01/11/2013,206.18
31/10/2013,204
30/10/2013,199.97
29/10/2013,204.39
28/10/2013,198.55
27/10/2013,196.44
26/10/2013,177.32
25/10/2013,186.69
24/10/2013,198.23
23/10/2013,213.62
22/10/2013,193.76
21/10/2013,182.21
20/10/2013,174.61
19/10/2013,172.42
18/10/2013,155.96
17/10/2013,146.25
16/10/2013,142.55
15/10/2013,145.24
14/10/2013,140.52
13/10/2013,138.13
12/10/2013,135.19
11/10/2013,130.9
10/10/2013,130.59
09/10/2013,130.69
08/10/2013,126
07/10/2013,126.94
06/10/2013,129
05/10/2013,128.55
04/10/2013,129.01
03/10/2013,123.63
02/10/2013,114.13
01/10/2013,132.18
30/09/2013,133
29/09/2013,137.34
28/09/2013,134.78
27/09/2013,133.78
26/09/2013,128.38
25/09/2013,128.22
24/09/2013,127.25
23/09/2013,125.95
22/09/2013,129.12
21/09/2013,127.43
20/09/2013,127.04
19/09/2013,129.65
18/09/2013,131.47
17/09/2013,131.66
16/09/2013,131.72
15/09/2013,130.37
14/09/2013,129.22
13/09/2013,134.98
12/09/2013,133.13
11/09/2013,135.25
10/09/2013,125.91
09/09/2013,127.11
08/09/2013,121.66
07/09/2013,124.15
06/09/2013,119.15
05/09/2013,126.43
04/09/2013,126.74
03/09/2013,136.77
02/09/2013,135.85
01/09/2013,138.34
31/08/2013,135.35
30/08/2013,133.49
29/08/2013,122.39
28/08/2013,122.62
27/08/2013,126.5
26/08/2013,120.06
25/08/2013,122.11
24/08/2013,120.05
23/08/2013,118.5
22/08/2013,121.15
21/08/2013,123.3
20/08/2013,121.2
19/08/2013,119
18/08/2013,113.5
17/08/2013,113.5
16/08/2013,108.99
15/08/2013,109.99
14/08/2013,112.56
13/08/2013,109
12/08/2013,106.64
11/08/2013,105
10/08/2013,103
09/08/2013,102.8
08/08/2013,103
07/08/2013,106.75
06/08/2013,106.75
05/08/2013,106.22
04/08/2013,105.14
03/08/2013,104
02/08/2013,104.5
01/08/2013,104
31/07/2013,106.09
30/07/2013,107.99
29/07/2013,101.2
28/07/2013,99.76
27/07/2013,94.12
26/07/2013,96.02
25/07/2013,96.9
24/07/2013,94.51
23/07/2013,95.56
22/07/2013,91.61
21/07/2013,90.76
20/07/2013,89.39
19/07/2013,92.17
18/07/2013,90.58
17/07/2013,98.5
16/07/2013,97.45
15/07/2013,98.4
14/07/2013,94.69
13/07/2013,98.13
12/07/2013,93.59
11/07/2013,88.98
10/07/2013,86.76
09/07/2013,76.69
08/07/2013,76.52
07/07/2013,74.56
06/07/2013,70.28
05/07/2013,68.43
04/07/2013,80.53
03/07/2013,77.53
02/07/2013,90.13
01/07/2013,88.05
30/06/2013,96.61
29/06/2013,94.99
28/06/2013,94.65
27/06/2013,101.44
26/06/2013,104
25/06/2013,103.95
24/06/2013,102.74
23/06/2013,107.6
22/06/2013,108.3
21/06/2013,109.5
20/06/2013,110.15
19/06/2013,108.25
18/06/2013,107.4
17/06/2013,101.7
16/06/2013,99.51
15/06/2013,99.99
14/06/2013,99.98
13/06/2013,104
12/06/2013,108.15
11/06/2013,108.9
10/06/2013,106.35
09/06/2013,100
08/06/2013,108.3
07/06/2013,111.5
06/06/2013,118
05/06/2013,121.65
04/06/2013,121.42
03/06/2013,122.22
02/06/2013,122.29
01/06/2013,129.3
31/05/2013,129
30/05/2013,128.8
29/05/2013,132.3
28/05/2013,129
27/05/2013,129.75
26/05/2013,133.48
25/05/2013,131.98
24/05/2013,133.2
23/05/2013,126.7
22/05/2013,123.89
21/05/2013,122.88
20/05/2013,122
19/05/2013,121.99
18/05/2013,123.5
17/05/2013,123.02
16/05/2013,118.76
15/05/2013,114.22
14/05/2013,111.5
13/05/2013,117.98
12/05/2013,115
11/05/2013,115.24
10/05/2013,117.2
09/05/2013,112.67
08/05/2013,113.57
07/05/2013,111.5
06/05/2013,112.3
05/05/2013,115.91
04/05/2013,112.5
03/05/2013,97.75
02/05/2013,105.21
01/05/2013,116.99
30/04/2013,139
29/04/2013,144.54
28/04/2013,134.21
