time,close
1449536400,392.85
1449540000,393.03
1449543600,393.85
1449547200,395.79
1449550800,393.22
1449554400,392.55
1449558000,392.84
1449561600,394.43
1449565200,394.41
1449568800,394.63
1449572400,394.52
1449576000,395.14
1449579600,392.66
1449583200,394.36
1449586800,393.03
1449590400,393.98
1449594000,394.42
1449597600,393.71
1449601200,394.11
1449604800,395.17
1449608400,394.9
1449612000,394.74
1449615600,410.4
1449619200,412.42
1449622800,414.1
1449626400,415.89
1449630000,416.28
1449633600,418.1
1449637200,418.46
1449640800,418.42
1449644400,418.42
1449648000,412.53
1449651600,419.02
1449655200,419.71
1449658800,419.68
1449662400,419.5
1449666000,418.27
1449669600,419.76
1449673200,418.81
1449676800,413.8
1449680400,410.46
1449684000,412.42
1449687600,413.15
1449691200,411.5
1449694800,412.19
1449698400,415.89
1449702000,416.54
1449705600,417.78
1449709200,416.41
1449712800,414.22
1449716400,415.42
1449720000,415.6
1449723600,415.3
1449727200,413.69
1449730800,410.94
1449734400,414.94
1449738000,414.71
1449741600,412.76
1449745200,413.25
1449748800,413.98
1449752400,419.31
1449756000,417.56
1449759600,415.18
1449763200,414.95
1449766800,415.24
1449770400,414.84
1449774000,415
1449777600,414.16
1449781200,416.18
1449784800,417.28
1449788400,415.87
1449792000,416.45
1449795600,417.35
1449799200,418.13
1449802800,419.45
1449806400,421.98
1449810000,421.74
1449813600,419.91
1449817200,421.14
1449820800,429
1449824400,430.31
1449828000,431.26
1449831600,432.31
1449835200,434.27
1449838800,432.15
1449842400,431.22
1449846000,430.23
1449849600,435.37
1449853200,434.77
1449856800,438.66
1449860400,444.17
1449864000,449.82
1449867600,446.54
1449871200,444.42
1449874800,450.33
1449878400,449.58
1449882000,452.45
1449885600,458.19
1449889200,462.88
1449892800,422.09
1449896400,427.46
1449900000,420.47
1449903600,422.6
1449907200,426.59
1449910800,421.79
1449914400,428.44
1449918000,430.38
1449921600,432.52
1449925200,419.85
1449928800,424.53
1449932400,422.93
1449936000,428.46
1449939600,427.73
1449943200,421.84
1449946800,425.36
1449950400,422.87
1449954000,423.33
1449957600,425.8
1449961200,433.12
1449964800,431.09
1449968400,433.86
1449972000,433.26
1449975600,435.48
1449979200,426.92
1449982800,432.39
1449986400,432.79
1449990000,431.8
1449993600,432.02
1449997200,433.79
1450000800,431.97
1450004400,431.46
1450008000,432.85
1450011600,433.6
1450015200,434.56
1450018800,437.14
1450022400,437.25
1450026000,436.69
1450029600,438.15
1450033200,438.77
1450036800,439.64
1450040400,434.47
1450044000,434.24
1450047600,434.93
1450051200,431.66
1450054800,435.16
1450058400,435.09
1450062000,436.3
1450065600,434.45
1450069200,437.29
1450072800,434.76
1450076400,437.71
1450080000,437.6
1450083600,439.12
1450087200,439.87
1450090800,444.5
1450094400,443.89
1450098000,443.33
1450101600,443.57
1450105200,443.72
1450108800,445.58
1450112400,445.96
1450116000,442.47
1450119600,443.86
1450123200,441.21
1450126800,444.31
1450130400,442.62
1450134000,442.32
1450137600,445.54
1450141200,448.45
1450144800,451.53
1450148400,453.18
1450152000,450.94
1450155600,453.89
1450159200,453.95
1450162800,454.34
1450166400,454.94
1450170000,452.63
1450173600,452.13
1450177200,452.53
1450180800,452.65
1450184400,454.2
1450188000,454.93
1450191600,460.12
1450195200,459.94
1450198800,460.58
1450202400,459.54
1450206000,458.45
1450209600,458.59
1450213200,460.59
1450216800,462.62
1450220400,463.6
1450224000,461.98
1450227600,463.99
1450231200,463.94
1450234800,460.79
1450238400,447.26
1450242000,451.6
1450245600,450.96
1450249200,453.69
1450252800,455.44
1450256400,456.92
1450260000,458.92
1450263600,456.16
1450267200,457.29
1450270800,455.93
1450274400,451.84
1450278000,454.36
1450281600,456.98
1450285200,454.56
1450288800,453.16
1450292400,456.14
1450296000,453.05
1450299600,453.13
1450303200,455.33
1450306800,453.39
1450310400,453.75
1450314000,451.66
1450317600,450.58
1450321200,450.63
1450324800,452.34
1450328400,456.13
1450332000,454.15
1450335600,454.21
1450339200,454.58
1450342800,456.03
1450346400,457.09
1450350000,456.52
1450353600,455.72
1450357200,456.21
1450360800,456.13
1450364400,457.17
1450368000,454.57
1450371600,454.02
1450375200,454.42
1450378800,452.68
1450382400,453.55
1450386000,453.62
1450389600,454.48
1450393200,453.38
1450396800,454.97
1450400400,455.62
1450404000,454.85
1450407600,455.66
1450411200,457.16
1450414800,456.78
1450418400,464.48
1450422000,462.01
1450425600,457.48
1450429200,458.22
1450432800,458.07
1450436400,458.38
1450440000,459.4
1450443600,459.95
1450447200,459.5
1450450800,459.3
1450454400,458.83
1450458000,459.72
1450461600,459.4
1450465200,459.71
1450468800,462.27
1450472400,462.87
1450476000,463.06
1450479600,463.87
1450483200,464.1
1450486800,465.37
1450490400,462.32
1450494000,464.3
1450497600,463.4
1450501200,463.61
1450504800,463.62
1450508400,463.07
1450512000,463.64
1450515600,463.61
1450519200,461.33
1450522800,462.77
1450526400,462.99
1450530000,463.91
1450533600,463.45
1450537200,460.81
1450540800,456.91
1450544400,459.77
1450548000,458.89
1450551600,460.23
1450555200,460.66
1450558800,460.47
1450562400,461.26
1450566000,462.02
1450569600,462.21
1450573200,460.55
1450576800,459.15
1450580400,460.33
1450584000,460
1450587600,460.1
1450591200,461.06
1450594800,459.6
1450598400,461.5
1450602000,461.45
1450605600,460.68
1450609200,459.97
1450612800,458.25
1450616400,458.17
1450620000,455.47
1450623600,452.73
1450627200,443.72
1450630800,446.85
1450634400,434.83
1450638000,439.24
1450641600,443.44
1450645200,441.34
1450648800,440.27
1450652400,442.07
1450656000,433.95
1450659600,429.93
1450663200,431.29
1450666800,432.9
1450670400,439.23
1450674000,439.89
1450677600,437.28
1450681200,436.78
1450684800,438.09
1450688400,435.89
1450692000,438.28
1450695600,442.5
1450699200,441.42
1450702800,440.84
1450706400,439.68
1450710000,436.77
1450713600,436.59
1450717200,439.2
1450720800,438.12
1450724400,437.07
1450728000,435.48
1450731600,436.05
1450735200,435.18
1450738800,437.54
1450742400,439.1
1450746000,440.46
1450749600,439.4
1450753200,439.44
1450756800,439.78
1450760400,439.9
1450764000,439.4
1450767600,440.78
1450771200,441.29
1450774800,441.98
1450778400,441.15
1450782000,440.17
1450785600,439.99
1450789200,437.22
1450792800,436.63
1450796400,435.54
1450800000,437.22
1450803600,436.89
1450807200,435.31
1450810800,435.64
1450814400,435.28
1450818000,436.22
1450821600,438.22
1450825200,436.5
1450828800,436.43
1450832400,437.74
1450836000,437.1
1450839600,438.93
1450843200,439.55
1450846800,439.64
1450850400,439.49
1450854000,438.57
1450857600,438.9
1450861200,439.16
1450864800,438.55
1450868400,440.6
1450872000,440.7
1450875600,440.71
1450879200,441.05
1450882800,439.4
1450886400,440.03
1450890000,440.64
1450893600,441.79
1450897200,442.78
1450900800,443.93
1450904400,443.65
1450908000,442.63
1450911600,442.41
1450915200,442.23
1450918800,446.02
1450922400,452.44
1450926000,455.4
1450929600,454.96
1450933200,455.75
1450936800,458.8
1450940400,457.16
1450944000,456.2
1450947600,457.72
1450951200,457.76
1450954800,456.47
1450958400,454.43
1450962000,453.43
1450965600,454.26
1450969200,454.57
1450972800,455.75
1450976400,454.56
1450980000,452.45
1450983600,451.4
1450987200,451.39
1450990800,451.23
1450994400,451.22
1450998000,452.79
1451001600,455.5
1451005200,456.75
1451008800,456.76
1451012400,456.51
1451016000,456.46
1451019600,456.29
1451023200,456.99
1451026800,457.26
1451030400,452.45
1451034000,452.75
1451037600,452.94
1451041200,451.13
1451044800,451.12
1451048400,451.11
1451052000,451.72
1451055600,451.73
1451059200,452.45
1451062800,452.19
1451066400,452.99
1451070000,453.44
1451073600,454.5
1451077200,453.49
1451080800,453.92
1451084400,454.24
1451088000,454.59
1451091600,456.16
1451095200,452.81
1451098800,452.05
1451102400,442.65
1451106000,437.11
1451109600,438.69
1451113200,437.43
1451116800,437.14
1451120400,429.71
1451124000,424.39
1451127600,425.55
1451131200,416.1
1451134800,420.06
1451138400,419.56
1451142000,418.3
1451145600,416.81
1451149200,406.92
1451152800,413.51
1451156400,417.05
1451160000,417.34
1451163600,415.07
1451167200,418.89
1451170800,415.81
1451174400,413.81
1451178000,412.72
1451181600,410.21
1451185200,416.36
1451188800,412.93
1451192400,410.9
1451196000,417.08
1451199600,416.74
1451203200,416.31
1451206800,416.23
1451210400,417.53
1451214000,423.51
1451217600,422.44
1451221200,418.13
1451224800,417.39
1451228400,418.8
1451232000,415.78
1451235600,417.06
1451239200,418.06
1451242800,419.7
1451246400,421.04
1451250000,422.23
1451253600,423.05
1451257200,422.37
1451260800,423.68
1451264400,426.25
1451268000,428.07
1451271600,427.48
1451275200,426.94
1451278800,428.22
1451282400,428.43
1451286000,427.92
1451289600,426.85
1451293200,423.53
1451296800,425.56
1451300400,425.1
1451304000,424.36
1451307600,423.57
1451311200,425.45
1451314800,425.04
1451318400,423.17
1451322000,422.87
1451325600,423.2
1451329200,421.72
1451332800,420.22
1451336400,418.95
1451340000,419.37
1451343600,421.87
1451347200,422.71
1451350800,423.91
1451354400,423.63
1451358000,423.24
1451361600,423.09
1451365200,422.62
1451368800,421.51
1451372400,423.52
1451376000,421
1451379600,420.89
1451383200,422.93
1451386800,423.74
1451390400,422.94
1451394000,423.14
1451397600,422.8
1451401200,429.01
1451404800,429.53
1451408400,430.03
1451412000,431.41
1451415600,429.48
1451419200,429.67
1451422800,430.47
1451426400,430.41
1451430000,432.09
1451433600,434.33
1451437200,434.2
1451440800,431.53
1451444400,432.06
1451448000,432.24
1451451600,431.62
1451455200,431.63
1451458800,431.47
1451462400,433.2
1451466000,432.14
1451469600,432.63
1451473200,431.71
1451476800,431.71
1451480400,424.6
1451484000,423.28
1451487600,425.54
1451491200,426.81
1451494800,426.57
1451498400,426.74
1451502000,426.27
1451505600,427.39
1451509200,427.59
1451512800,427.06
1451516400,427.32
1451520000,425.55
1451523600,425.38
1451527200,424.57
1451530800,425.05
1451534400,424.93
1451538000,423.79
1451541600,419.51
1451545200,421.15
1451548800,421.59
1451552400,422.98
1451556000,424.6
1451559600,423.94
1451563200,425.85
1451566800,425.41
1451570400,424.61
1451574000,424.74
1451577600,425.3
1451581200,430.35
1451584800,430.77
1451588400,430.58
1451592000,430.99
1451595600,432.57
1451599200,430.98
1451602800,430.08
1451606400,431.62
1451610000,430.06
1451613600,430.38
1451617200,431.2
1451620800,435.53
1451624400,434.94
1451628000,431.39
1451631600,435
1451635200,433.07
1451638800,432
1451642400,431.73
1451646000,430.71
1451649600,431.91
1451653200,432.3
1451656800,429.82
1451660400,433.14
1451664000,432.32
1451667600,432.48
1451671200,433.33
1451674800,432.42
1451678400,432.81
1451682000,433.5
1451685600,432.8
1451689200,434.25
1451692800,435.33
1451696400,434.09
1451700000,432.55
1451703600,433.55
1451707200,433.26
1451710800,433.99
1451714400,433.82
1451718000,433.27
1451721600,433.44
1451725200,433.09
1451728800,433.5
1451732400,433.09
1451736000,432.37
1451739600,432.62
1451743200,432.31
1451746800,432.48
1451750400,433.34
1451754000,434.07
1451757600,434.03
1451761200,434.03
1451764800,433.39
1451768400,434.27
1451772000,433.69
1451775600,433.48
1451779200,433.42
1451782800,431.72
1451786400,430.9
1451790000,431.17
1451793600,430.79
1451797200,430.65
1451800800,430.69
1451804400,430.8
1451808000,430.5
1451811600,430.97
1451815200,430.68
1451818800,430.06
1451822400,430.07
1451826000,429.15
1451829600,428.62
1451833200,427.36
1451836800,425.52
1451840400,425.87
1451844000,427.42
1451847600,425.46
1451851200,424.96
1451854800,429.1
1451858400,427.79
1451862000,431.08
1451865600,430.58
1451869200,430.16
1451872800,430.08
1451876400,431.13
1451880000,430.69
1451883600,430.94
1451887200,431.57
1451890800,431.39
1451894400,431.12
1451898000,430.6
1451901600,430.55
1451905200,430.15
1451908800,431.96
1451912400,430.95
1451916000,430.46
1451919600,432.9
1451923200,432.92
1451926800,432.98
1451930400,432.71
1451934000,433.1
1451937600,433.28
1451941200,433.54
1451944800,434.64
1451948400,433.33
1451952000,433.25
1451955600,434.03
1451959200,434.12
1451962800,432.25
1451966400,432.78
1451970000,432.91
1451973600,432.82
1451977200,432.63
1451980800,432.3
1451984400,431.51
1451988000,430.72
1451991600,431.33
1451995200,430.82
1451998800,429.89
1452002400,431.37
1452006000,431.79
1452009600,431.83
1452013200,431.45
1452016800,431.71
1452020400,431.76
1452024000,432.24
1452027600,432.36
1452031200,432.39
1452034800,431.36
1452038400,430.19
1452042000,431.34
1452045600,430.27
1452049200,427.43
1452052800,427.73
1452056400,428.86
1452060000,429.27
1452063600,430.23
1452067200,429.5
1452070800,429.89
1452074400,428.97
1452078000,429.6
1452081600,430.54
1452085200,430.92
1452088800,430.65
1452092400,431
1452096000,429.96
1452099600,430.49
1452103200,430.37
1452106800,430.36
1452110400,430.4
1452114000,430.66
1452117600,430.86
1452121200,430.71
1452124800,430.09
1452128400,428.85
1452132000,434.11
1452135600,440.4
1452139200,439.15
1452142800,439.97
1452146400,448.4
1452150000,448.22
1452153600,450.22
1452157200,447.87
1452160800,447.97
1452164400,449.19
1452168000,452.69
1452171600,453.1
1452175200,450.46
1452178800,453.93
1452182400,453.47
1452186000,453.4
1452189600,454.22
1452193200,454.22
1452196800,453.96
1452200400,454.45
1452204000,455.07
1452207600,457.62
1452211200,459.81
1452214800,463.21
1452218400,458.83
1452222000,458.07
1452225600,456.43
1452229200,456.99
1452232800,455.56
1452236400,452.77
1452240000,453.96
1452243600,455.09
1452247200,456.04
1452250800,454.87
1452254400,454.88
1452258000,455.16
1452261600,455.22
1452265200,454.84
1452268800,453.68
1452272400,449.66
1452276000,447.32
1452279600,450.75
1452283200,452.26
1452286800,452.75
1452290400,453.34
1452294000,452.84
1452297600,453.24
1452301200,453.88
1452304800,451.36
1452308400,452.48
1452312000,447.59
1452315600,448.81
1452319200,448.37
1452322800,450
1452326400,450.77
1452330000,450.39
1452333600,449.07
1452337200,447.34
1452340800,448.15
1452344400,448.78
1452348000,446.87
1452351600,445.84
1452355200,449.5
1452358800,449.34
1452362400,449.13
1452366000,449.66
1452369600,451.12
1452373200,448.86
1452376800,449.27
1452380400,449.11
1452384000,447.28
1452387600,445.29
1452391200,444.29
1452394800,444.93
1452398400,445.43
1452402000,445.41
1452405600,444.36
1452409200,445.02
1452412800,442.95
1452416400,440.94
1452420000,442.3
1452423600,439.45
1452427200,439.18
1452430800,442.07
1452434400,441.27
1452438000,441.29
1452441600,441.76
1452445200,443.71
1452448800,444.63
1452452400,445.62
1452456000,444.33
1452459600,445.26
1452463200,445.29
1452466800,446.52
1452470400,449.64
1452474000,449.42
1452477600,449.2
1452481200,450.51
1452484800,449.13
1452488400,449.55
1452492000,447.7
1452495600,442.96
1452499200,444.57
1452502800,444.13
1452506400,444.09
1452510000,445.49
1452513600,445.24
1452517200,446.67
1452520800,445.91
1452524400,445.25
1452528000,447.19
1452531600,447.74
1452535200,447.33
1452538800,446.93
1452542400,446.72
1452546000,447.77
1452549600,447.27
1452553200,447.74
1452556800,445.44
1452560400,445.96
1452564000,445.41
1452567600,445.37
1452571200,444.81
1452574800,445.63
1452578400,445.42
1452582000,446.88
1452585600,445.36
1452589200,444.49
1452592800,445.14
1452596400,445.3
1452600000,445.27
1452603600,445.72
1452607200,445.29
1452610800,444.88
1452614400,445.84
1452618000,445.97
1452621600,445.48
1452625200,446.44
1452628800,446.05
1452632400,445.38
1452636000,445.29
1452639600,445.18
1452643200,434.22
1452646800,425.11
1452650400,428.98
1452654000,430.18
1452657600,430.53
1452661200,429.28
1452664800,430.36
1452668400,430.41
1452672000,431
1452675600,430.17
1452679200,428.68
1452682800,428.39
1452686400,428.11
1452690000,425.02
1452693600,429.9
1452697200,430.14
1452700800,429.14
1452704400,429.07
1452708000,428.85
1452711600,427.92
1452715200,428.27
1452718800,428.11
1452722400,430.19
1452726000,432.22
1452729600,431.13
1452733200,430.98
1452736800,431.55
1452740400,431.8
1452744000,431.13
1452747600,431.19
1452751200,428.97
1452754800,429.19
1452758400,429.83
1452762000,429.48
1452765600,429.02
1452769200,428.52
1452772800,430.86
1452776400,431.2
1452780000,431.26
1452783600,431.34
1452787200,431.04
1452790800,430.96
1452794400,431.12
1452798000,431.17
1452801600,431.76
1452805200,431.48
1452808800,430.02
1452812400,429.22
1452816000,428.94
1452819600,427.36
1452823200,423.76
1452826800,419.31
