time,close,high,low,open,volumefrom,volumeto
1.4479812E+09,3.2053E+02,3.2675E+02,3.1862E+02,3.2648E+02,1.064455E+04,3.42799423E+06
1.4479848E+09,3.1269E+02,3.2109E+02,3.1066E+02,3.2053E+02,1.785278E+04,5.61473336E+06
1.4479884E+09,3.1702E+02,3.1728E+02,3.1128E+02,3.1269E+02,6.66068E+03,2.09314726E+06
1.447992E+09,3.1617E+02,3.1728E+02,3.1425E+02,3.1702E+02,4.45263E+03,1.41069021E+06
1.4479956E+09,3.1673E+02,3.1734E+02,3.1543E+02,3.1617E+02,2.28772E+03,7.2455075E+05
1.4479992E+09,3.1624E+02,3.1738E+02,3.1506E+02,3.1673E+02,3.74438E+03,1.18535954E+06
1.4480028E+09,3.1242E+02,3.1967E+02,3.095E+02,3.1624E+02,7.76479E+03,2.46329926E+06
1.4480064E+09,3.1774E+02,3.2168E+02,3.1278E+02,3.1242E+02,5.52553E+03,1.75773267E+06
1.44801E+09,3.182E+02,3.188E+02,3.1708E+02,3.1774E+02,2.2234E+03,7.0725991E+05
1.4480136E+09,3.2129E+02,3.2177E+02,3.177E+02,3.182E+02,3.91684E+03,1.25532637E+06
1.4480172E+09,3.2089E+02,3.2159E+02,3.189E+02,3.2129E+02,2.90417E+03,9.3118372E+05
1.4480208E+09,3.2254E+02,3.2383E+02,3.2039E+02,3.2089E+02,4.85967E+03,1.5672218E+06
1.4480244E+09,3.213E+02,3.2378E+02,3.2035E+02,3.2254E+02,4.83989E+03,1.56159892E+06
1.448028E+09,3.2229E+02,3.2356E+02,3.2089E+02,3.213E+02,3.73739E+03,1.20355703E+06
1.4480316E+09,3.2201E+02,3.2266E+02,3.21E+02,3.2229E+02,3.00407E+03,9.6754239E+05
1.4480352E+09,3.2102E+02,3.2232E+02,3.2066E+02,3.2201E+02,2.81368E+03,9.0466674E+05
1.4480388E+09,3.2128E+02,3.2177E+02,3.1944E+02,3.2102E+02,3.98845E+03,1.28239984E+06
1.4480424E+09,3.2054E+02,3.2201E+02,3.2005E+02,3.2128E+02,2.14167E+03,6.8775285E+05
1.448046E+09,3.1963E+02,3.2109E+02,3.1847E+02,3.2054E+02,3.77111E+03,1.20534518E+06
1.4480496E+09,3.1949E+02,3.2031E+02,3.1884E+02,3.1963E+02,2.24581E+03,7.181897E+05
1.4480532E+09,3.2119E+02,3.2184E+02,3.1895E+02,3.1949E+02,4.01324E+03,1.28821821E+06
1.4480568E+09,3.2114E+02,3.2153E+02,3.1981E+02,3.2119E+02,2.14242E+03,6.8798156E+05
1.4480604E+09,3.2113E+02,3.2168E+02,3.2076E+02,3.2114E+02,1.58338E+03,5.0886485E+05
1.448064E+09,3.2038E+02,3.2201E+02,3.2014E+02,3.2113E+02,1.84633E+03,5.9739289E+05
1.4480676E+09,3.1882E+02,3.2109E+02,3.1841E+02,3.2038E+02,3.14447E+03,1.01251441E+06
1.4480712E+09,3.2025E+02,3.2077E+02,3.1825E+02,3.1882E+02,1.84892E+03,5.9109877E+05
1.4480748E+09,3.209E+02,3.2123E+02,3.2E+02,3.2025E+02,1.25448E+03,4.023442E+05
1.4480784E+09,3.2078E+02,3.2141E+02,3.2011E+02,3.209E+02,1.1598E+03,3.745372E+05
1.448082E+09,3.2145E+02,3.2181E+02,3.204E+02,3.2078E+02,1.56742E+03,5.060699E+05
1.4480856E+09,3.2674E+02,3.2726E+02,3.2182E+02,3.2145E+02,5.21594E+03,1.69891351E+06
1.4480892E+09,3.2707E+02,3.2803E+02,3.2568E+02,3.2674E+02,3.22376E+03,1.05517527E+06
